order_id,order_date,region,customer_segment,product_category,product_name,quantity,unit_price,discount,shipping_cost,sales,profit,customer_rating,returned
101669,2025-07-03 05:37:50.935467,West,Corporate,Technology,Printer,7,101.66,0.0,4.64,711.62,53.53,3.0,0
100606,2023-11-28 22:49:24.282141,West,Corporate,Technology,Phone,11,111.05,0.3,9.65,855.08,51.67,5.0,0
100501,2023-10-02 10:25:59.579789,West,Corporate,Office Supplies,Storage Box,6,140.56,0.0,5.38,843.36,249.92,5.0,0
101495,2025-03-29 22:07:37.428714,East,Home Office,Office Supplies,Pens,8,90.19,0.0,13.24,721.52,202.68,4.0,0
101817,2025-09-22 07:19:25.182591,South,Consumer,Furniture,Filing Cabinet,6,160.73,0.15,4.83,819.72,95.96,4.0,0
101244,2024-11-12 10:20:13.806903,South,Consumer,Office Supplies,Binders,6,98.29,0.0,5.11,589.74,172.96,2.0,0
100241,2023-05-13 00:19:26.983491,East,Consumer,Technology,Laptop,5,146.92,0.2,11.33,587.68,45.47,1.0,0
100876,2024-04-24 20:23:53.516758,South,Consumer,Furniture,Filing Cabinet,2,73.26,0.1,7.48,131.87,10.31,3.0,0
101374,2025-01-22 15:23:30.105052,West,Corporate,Office Supplies,Storage Box,4,183.98,0.15,2.97,625.53,182.03,1.0,0
100694,2024-01-16 03:43:18.699349,West,Home Office,Office Supplies,Pens,9,137.61,0.0,9.66,1238.49,359.26,2.0,0
100284,2023-06-05 13:37:36.528264,East,Consumer,Technology,Phone,3,123.2,0.0,4.45,369.6,31.32,1.0,0
100412,2023-08-14 16:23:17.498749,North,Consumer,Technology,Monitor,7,102.28,0.0,9.93,715.96,49.49,2.0,0
101304,2024-12-15 07:07:53.636818,West,Corporate,Furniture,Sofa,5,27.86,0.0,3.38,139.3,21.59,3.0,0
101411,2025-02-11 21:48:53.666833,West,Consumer,Technology,Printer,6,216.37,0.0,6.62,1298.22,101.36,4.0,0
101981,2025-12-21 03:21:42.051025,South,Consumer,Office Supplies,Paper,7,98.91,0.15,10.5,588.51,171.09,1.0,0
101841,2025-10-05 10:50:29.114557,East,Corporate,Office Supplies,Labels,8,271.9,0.0,4.29,2175.2,527.5375,4.0,1
101442,2025-02-28 21:21:31.245622,North,Consumer,Technology,Laptop,7,321.45,0.0,8.82,2250.15,172.82,5.0,0
100339,2023-07-05 16:41:18.039019,West,Consumer,Technology,Phone,1,153.75,0.0,4.22,153.75,19.53,1.0,0
100363,2023-07-18 20:12:21.970985,North,Home Office,Technology,Printer,5,175.03,0.1,5.98,787.64,55.67,4.0,0
100903,2024-05-09 15:21:20.440220,South,Home Office,Technology,Monitor,4,186.63,0.1,13.46,671.87,37.4,2.0,1
101011,2024-07-07 19:11:08.134067,East,Home Office,Office Supplies,Paper,9,130.42,0.0,12.93,1173.78,339.34,2.0,0
101678,2025-07-08 03:56:59.909954,West,Consumer,Technology,Tablet,4,91.04,0.1,15.78,327.74,7.33,3.0,0
100735,2024-02-07 14:43:52.916458,East,Consumer,Technology,Monitor,9,65.83,0.15,3.25,503.6,35.52,2.0,0
100386,2023-07-31 10:34:38.239119,East,Home Office,Office Supplies,Pens,1,45.27,0.0,4.05,45.27,7.07,2.0,0
101508,2025-04-06 01:01:57.058529,North,Corporate,Technology,Printer,11,244.65,0.1,20.295,1883.8,133.05,4.0,0
101149,2024-09-21 09:24:45.742871,West,Consumer,Office Supplies,Pens,1,231.84,0.0,3.45,231.84,75.63,2.0,0
100837,2024-04-03 11:40:54.627313,West,Consumer,Furniture,Filing Cabinet,6,222.76,0.0,17.07,1336.56,143.62,3.0,0
101663,2025-06-29 22:45:04.952476,North,Corporate,Furniture,Sofa,8,67.47,0.0,4.61,539.76,60.09,2.0,0
100638,2023-12-16 11:30:49.524762,East,Home Office,Furniture,Sofa,8,138.83,0.2,11.25,888.51,89.77,2.0,0
101170,2024-10-02 21:29:26.683341,South,Home Office,Technology,Phone,11,287.2,0.15,10.64,2685.32,197.73,3.0,0
101637,2025-06-15 16:56:25.692846,West,Consumer,Technology,Laptop,11,249.91,0.2,6.83,2199.21,167.3,2.0,0
101445,2025-03-02 12:47:54.237118,East,Consumer,Office Supplies,Pens,1,222.88,0.0,5.49,222.88,58.33,2.0,0
101279,2024-12-01 14:28:02.041020,East,Consumer,Technology,Monitor,5,377.29,0.0,19.63,1886.45,122.87,1.0,1
100299,2023-06-13 18:49:31.485742,East,Corporate,Office Supplies,Labels,7,176.02,0.15,3.19,1047.32,316.02,5.0,0
100976,2024-06-18 15:03:19.899949,South,Corporate,Office Supplies,Pens,6,72.78,0.0,2.29,436.68,122.02,2.0,0
101858,2025-10-14 18:19:59.399699,North,Corporate,Office Supplies,Paper,3,155.49,0.15,15.58,396.5,103.73,3.0,0
100108,2023-03-01 03:49:47.693846,North,Consumer,Technology,Monitor,1,233.07,0.0,7.44,233.07,8.32,3.0,0
101471,2025-03-16 18:36:33.496748,North,Consumer,Furniture,Filing Cabinet,5,237.42,0.0,3.55,1187.1,134.12,4.0,1
101582,2025-05-16 13:52:44.182091,South,Consumer,Office Supplies,Labels,1,27.39,0.0,2.45,27.39,9.05,4.0,0
100517,2023-10-11 04:46:42.201100,East,Consumer,Office Supplies,Pens,8,222.25,0.2,14.26,1422.4,412.75,4.0,0
101016,2024-07-10 12:55:06.453226,East,Home Office,Office Supplies,Labels,9,147.29,0.0,17.43,1325.61,375.93,5.0,0
101015,2024-07-09 23:46:18.789394,North,Corporate,Office Supplies,Paper,10,249.93,0.1,1.92,2249.37,527.5375,1.0,0
101183,2024-10-10 00:23:46.313156,North,Consumer,Office Supplies,Labels,10,123.31,0.3,7.95,863.17,255.68,5.0,0
101229,2024-11-04 05:08:18.849424,North,Consumer,Furniture,Filing Cabinet,5,235.36,0.1,7.9,1059.12,120.73,1.0,0
101972,2025-12-16 05:02:33.076538,East,Corporate,Office Supplies,Paper,9,201.84,0.0,6.17,1816.56,527.5375,3.0,0
101531,2025-04-18 15:24:13.326663,North,Consumer,Technology,Phone,1,42.81,0.1,14.82,38.53,-11.16,3.0,0
101605,2025-05-29 04:15:00.450225,North,Consumer,Office Supplies,Pens,4,148.45,0.0,4.69,593.8,177.82,2.0,0
101465,2025-03-13 11:43:47.513756,East,Corporate,Technology,Tablet,4,60.13,0.0,1.26,240.52,19.53,2.0,1
101497,2025-03-31 00:25:12.756378,East,Corporate,Office Supplies,Pens,4,116.51,0.2,6.62,372.83,108.64,4.0,0
101330,2024-12-29 12:56:32.896448,East,Home Office,Technology,Phone,7,306.85,0.2,4.09,1718.36,128.99,1.0,1
100330,2023-06-30 18:22:09.064532,East,Corporate,Furniture,Filing Cabinet,1,166.55,0.0,8.15,166.55,1.98,3.0,0
101431,2025-02-22 20:44:46.943471,East,Corporate,Office Supplies,Storage Box,1,106.77,0.15,8.35,90.75,16.86,4.0,0
100229,2023-05-06 10:33:55.017508,North,Corporate,Office Supplies,Pens,9,335.06,0.0,12.08,2880.0488,527.5375,5.0,0
100172,2023-04-05 05:12:38.179089,North,Corporate,Technology,Printer,2,84.51,0.0,13.43,169.02,6.02,4.0,0
100450,2023-09-04 11:57:28.724362,North,Corporate,Technology,Phone,8,144.75,0.0,14.98,1158.0,77.31,2.0,0
101524,2025-04-14 19:22:39.679839,East,Corporate,Office Supplies,Pens,9,176.9,0.1,20.295,1432.89,404.34,3.0,0
100127,2023-03-11 13:36:53.306653,North,Consumer,Office Supplies,Pens,1,224.43,0.0,4.77,224.43,64.19,4.0,0
101064,2024-08-05 19:57:14.317158,South,Consumer,Technology,Monitor,3,67.16,0.3,19.86,141.04,-8.09,5.0,0
100037,2023-01-21 06:25:23.561780,South,Consumer,Technology,Phone,1,171.05,0.3,8.51,119.74,11.29,1.0,0
100426,2023-08-22 08:26:24.792396,North,Consumer,Furniture,Sofa,11,131.57,0.3,3.54,1013.09,107.9,3.0,0
100204,2023-04-22 17:54:03.421710,North,Consumer,Technology,Printer,10,261.79,0.15,3.38,2225.22,173.12,1.0,0
101249,2024-11-15 04:04:12.126063,West,Consumer,Technology,Laptop,5,62.7,0.0,6.11,313.5,22.83,3.0,0
100185,2023-04-12 08:06:57.808904,East,Consumer,Technology,Phone,10,188.85,0.0,13.12,1888.5,144.57,2.0,0
101268,2024-11-25 13:51:17.738869,South,Home Office,Technology,Monitor,4,87.19,0.15,15.18,296.45,10.35,3.0,1
100058,2023-02-01 18:30:04.502251,North,Consumer,Office Supplies,Binders,11,132.9,0.0,7.28,1461.9,434.99,3.0,0
101506,2025-04-04 22:44:21.730865,East,Consumer,Furniture,Desk,7,129.04,0.1,3.03,903.28,115.53,2.0,0
100862,2024-04-17 04:20:46.223111,East,Consumer,Office Supplies,Pens,7,207.94,0.3,2.64,1018.91,299.18,4.0,0
101876,2025-10-24 14:58:17.348674,North,Consumer,Office Supplies,Labels,1,354.69,0.15,12.01,301.49,82.6,4.0,1
101332,2024-12-30 15:14:08.224112,South,Consumer,Furniture,Sofa,9,117.62,0.15,17.13,899.79,79.38,3.0,0
101164,2024-09-29 14:36:40.700350,North,Corporate,Office Supplies,Labels,7,190.56,0.15,9.14,1133.83,336.56,3.0,0
101315,2024-12-21 07:44:37.938969,East,Consumer,Office Supplies,Storage Box,9,233.76,0.3,18.3,1472.69,424.62,4.0,0
101414,2025-02-13 13:15:16.658329,North,Consumer,Technology,Printer,8,85.13,0.3,2.8,476.73,35.92,3.0,0
100611,2023-12-01 16:33:22.601300,East,Home Office,Office Supplies,Paper,5,206.96,0.0,8.08,1034.8,292.84,4.0,0
100034,2023-01-19 14:59:00.570285,South,Consumer,Furniture,Desk,6,127.99,0.15,7.61,652.75,62.69,5.0,0
100830,2024-03-30 15:39:20.980490,East,Consumer,Office Supplies,Storage Box,5,83.31,0.0,2.59,416.55,119.15,3.0,0
101826,2025-09-27 05:38:34.157078,South,Consumer,Office Supplies,Pens,5,99.11,0.0,2.61,495.55,148.72,2.0,0
100360,2023-07-17 04:45:58.979489,West,Home Office,Furniture,Office Chair,5,146.67,0.15,11.54,623.35,69.09,3.0,0
101049,2024-07-28 14:45:19.359679,North,Consumer,Technology,Monitor,3,190.54,0.0,2.9,571.62,49.73,1.0,0
101648,2025-06-21 17:33:09.994997,West,Consumer,Office Supplies,Labels,7,166.76,0.2,13.8,933.86,262.09,2.0,0
101899,2025-11-06 05:20:33.616808,North,Consumer,Furniture,Filing Cabinet,10,79.54,0.0,4.03,795.4,92.27,1.0,0
100595,2023-11-22 22:12:39.979989,North,Home Office,Technology,Phone,1,52.03,0.3,4.91,36.42,3.57,5.0,1
101278,2024-12-01 01:19:14.377188,West,Consumer,Furniture,Office Chair,6,169.3,0.15,3.46,863.43,107.63,1.0,0
100590,2023-11-20 04:28:41.660830,West,Corporate,Furniture,Office Chair,7,109.0,0.0,9.67,763.0,85.55,1.0,0
100653,2023-12-24 16:42:44.482241,North,Corporate,Furniture,Filing Cabinet,11,216.49,0.1,4.74,2143.25,258.67,2.0,0
100915,2024-05-16 05:06:52.406203,West,Consumer,Technology,Phone,9,219.76,0.1,13.15,1780.06,125.26,1.0,0
100769,2024-02-26 05:42:53.486743,East,Home Office,Technology,Laptop,2,209.23,0.2,3.69,334.77,22.12,4.0,0
100452,2023-09-05 14:15:04.052026,East,Corporate,Office Supplies,Storage Box,9,66.07,0.3,5.78,416.24,124.97,1.0,1
101816,2025-09-21 18:10:37.518759,East,Consumer,Office Supplies,Storage Box,1,127.92,0.0,14.48,127.92,31.68,2.0,1
100587,2023-11-18 13:02:18.669334,South,Consumer,Technology,Tablet,2,214.58,0.0,6.71,429.16,29.27,1.0,1
100007,2023-01-04 20:01:33.646823,East,Consumer,Furniture,Office Chair,6,166.65,0.15,7.52,849.92,96.82,1.0,1
101766,2025-08-25 08:50:54.327163,West,Corporate,Office Supplies,Paper,9,168.88,0.0,5.32,1519.92,447.32,4.0,0
100705,2024-01-22 04:20:03.001500,East,Consumer,Office Supplies,Labels,11,327.38,0.0,11.88,2880.0488,527.5375,3.0,1
101318,2024-12-22 23:11:00.930465,East,Consumer,Office Supplies,Binders,5,246.0,0.2,8.49,984.0,290.26,4.0,0
101353,2025-01-11 03:18:49.164582,South,Consumer,Office Supplies,Pens,3,180.38,0.0,12.79,541.14,154.11,1.0,0
100020,2023-01-11 22:55:53.276638,East,Corporate,Furniture,Bookcase,6,228.42,0.0,8.96,1370.52,155.07,2.0,0
101153,2024-09-23 13:59:56.398199,North,Consumer,Furniture,Desk,10,121.79,0.0,6.3,1217.9,141.32,4.0,0
101190,2024-10-13 20:25:19.959979,South,Consumer,Office Supplies,Labels,11,434.4875,0.1,11.35,2880.0488,527.5375,5.0,0
101075,2024-08-11 20:33:58.619309,South,Home Office,Furniture,Desk,10,156.6,0.1,9.5,1409.4,154.05,1.0,0
100206,2023-04-23 20:11:38.749374,North,Corporate,Furniture,Bookcase,10,91.78,0.0,6.62,917.8,108.56,3.0,0
100816,2024-03-22 23:36:13.686843,West,Consumer,Furniture,Desk,10,69.59,0.3,8.28,487.13,51.11,1.0,1
100415,2023-08-16 07:49:40.490245,North,Consumer,Technology,Monitor,1,190.85,0.2,18.46,152.68,0.01,2.0,0
101625,2025-06-09 03:10:53.726863,East,Corporate,Office Supplies,Binders,8,252.05,0.0,8.61,2016.4,527.5375,2.0,0
100927,2024-05-22 18:52:24.372186,West,Corporate,Office Supplies,Binders,10,193.07,0.1,4.68,1737.63,514.39,4.0,0
100720,2024-01-30 09:31:57.958979,South,Corporate,Office Supplies,Pens,7,434.4875,0.2,4.66,2880.0488,527.5375,3.0,0
101631,2025-06-12 10:03:39.709854,West,Home Office,Furniture,Office Chair,4,293.94,0.15,7.42,999.4,119.59,5.0,0
100731,2024-02-05 10:08:42.261130,North,Consumer,Technology,Monitor,2,211.25,0.0,17.41,422.5,14.94,4.0,0
100217,2023-04-29 20:48:23.051525,North,Home Office,Furniture,Bookcase,4,180.4,0.0,15.42,721.6,75.98,3.0,0
100419,2023-08-18 12:24:51.145572,West,Home Office,Office Supplies,Storage Box,7,152.5,0.0,1.93,1067.5,317.28,4.0,0
101251,2024-11-16 06:21:47.453726,North,Corporate,Furniture,Filing Cabinet,1,140.9,0.2,2.83,112.72,16.42,4.0,0
100986,2024-06-24 02:31:16.538269,South,Consumer,Office Supplies,Pens,1,181.26,0.0,3.14,181.26,47.9,4.0,0
101635,2025-06-14 14:38:50.365182,South,Consumer,Office Supplies,Paper,8,183.61,0.15,14.48,1248.55,356.13,3.0,0
100921,2024-05-19 11:59:38.389194,West,Consumer,Furniture,Bookcase,6,244.98,0.0,10.28,1469.88,166.41,3.0,0
100970,2024-06-15 08:10:33.916958,North,Consumer,Office Supplies,Labels,1,236.85,0.1,8.83,213.16,58.13,2.0,0
101312,2024-12-19 16:18:14.947473,East,Corporate,Office Supplies,Paper,3,44.69,0.15,2.74,113.96,35.72,3.0,0
101717,2025-07-29 12:39:58.799399,East,Home Office,Technology,Monitor,10,44.64,0.2,13.92,357.12,14.65,1.0,0
101564,2025-05-06 17:14:26.233116,East,Home Office,Technology,Printer,5,47.61,0.2,4.7,190.44,8.74,4.0,0
101846,2025-10-08 04:34:27.433716,South,Corporate,Technology,Printer,11,264.12,0.0,13.69,2880.0488,215.15,3.0,0
100797,2024-03-12 13:49:08.074037,North,Consumer,Office Supplies,Pens,11,55.27,0.3,4.04,425.58,128.71,1.0,1
101260,2024-11-21 04:40:56.428214,North,Consumer,Office Supplies,Labels,6,261.03,0.0,7.38,1566.18,468.4,2.0,0
101794,2025-09-09 16:57:08.914457,West,Corporate,Technology,Printer,3,126.44,0.2,10.14,303.46,21.02,3.0,0
100528,2023-10-17 05:23:26.503251,East,Home Office,Furniture,Sofa,9,214.56,0.15,5.29,1641.38,195.8,5.0,0
101753,2025-08-18 05:56:34.697348,West,Corporate,Technology,Laptop,8,116.25,0.0,4.69,930.0,78.18,3.0,0
100051,2023-01-28 22:28:30.855427,North,Consumer,Office Supplies,Storage Box,6,230.71,0.15,3.16,1176.62,356.95,2.0,0
100036,2023-01-20 17:16:35.897948,North,Home Office,Office Supplies,Pens,6,114.64,0.0,7.54,687.84,194.72,3.0,0
101046,2024-07-26 23:18:56.368184,North,Consumer,Furniture,Filing Cabinet,11,159.35,0.2,11.86,1402.28,156.27,1.0,0
101280,2024-12-02 03:36:49.704852,South,Corporate,Technology,Phone,1,207.51,0.2,0.61,166.01,20.24,5.0,0
101483,2025-03-23 08:22:05.462731,North,Corporate,Office Supplies,Binders,6,161.69,0.0,20.295,970.14,263.16,2.0,0
100562,2023-11-04 20:22:27.073536,West,Corporate,Office Supplies,Labels,1,62.39,0.0,20.295,62.39,-0.58,2.0,0
100396,2023-08-05 22:02:34.877438,West,Consumer,Furniture,Filing Cabinet,3,207.68,0.1,7.6,560.74,56.72,1.0,0
101647,2025-06-21 04:24:22.331165,East,Consumer,Furniture,Office Chair,3,150.87,0.3,11.07,316.83,15.77,1.0,1
101125,2024-09-08 05:53:41.810905,East,Consumer,Furniture,Office Chair,2,31.44,0.0,1.8,62.88,8.19,2.0,1
100751,2024-02-16 09:04:35.537768,South,Corporate,Office Supplies,Binders,2,142.56,0.3,15.06,199.58,54.57,5.0,1
101138,2024-09-15 08:48:01.440720,North,Corporate,Furniture,Sofa,5,158.23,0.3,5.36,553.8,69.41,2.0,0
101317,2024-12-22 10:02:13.266633,North,Consumer,Technology,Phone,2,145.75,0.0,8.62,291.5,17.47,5.0,0
100350,2023-07-11 17:18:02.341170,East,Consumer,Furniture,Bookcase,2,161.37,0.0,3.23,322.74,22.57,5.0,0
101025,2024-07-15 11:14:15.427713,South,Consumer,Office Supplies,Paper,1,176.78,0.2,6.77,141.42,27.85,2.0,0
101904,2025-11-08 23:04:31.935967,East,Consumer,Office Supplies,Pens,4,63.03,0.2,0.46,201.7,59.16,1.0,1
100525,2023-10-15 13:57:03.511755,South,Consumer,Office Supplies,Paper,7,62.46,0.0,20.295,437.22,108.46,4.0,0
100820,2024-03-25 04:11:24.342171,North,Consumer,Technology,Printer,9,138.45,0.1,7.23,1121.44,83.01,5.0,0
100441,2023-08-30 13:38:19.749874,North,Consumer,Office Supplies,Pens,3,131.19,0.0,20.295,393.57,97.25,5.0,0
100146,2023-03-21 23:23:58.919459,South,Consumer,Furniture,Office Chair,5,335.06,0.1,20.295,1507.77,161.53,4.0,0
101618,2025-06-05 07:09:20.080040,West,Consumer,Office Supplies,Storage Box,11,189.49,0.1,12.39,1875.95,527.5375,2.0,0
100946,2024-06-02 04:39:29.984992,East,Consumer,Office Supplies,Labels,9,191.99,0.15,8.51,1468.72,426.08,3.0,0
100863,2024-04-17 17:29:33.886943,East,Consumer,Technology,Printer,8,111.05,0.0,7.14,888.4,67.22,4.0,0
100237,2023-05-10 19:44:16.328164,East,Consumer,Technology,Tablet,3,131.1,0.1,6.0,353.97,17.65,2.0,0
101872,2025-10-22 10:23:06.693346,West,Consumer,Furniture,Office Chair,2,332.2,0.3,8.73,465.08,43.57,1.0,1
100561,2023-11-04 07:13:39.409704,North,Corporate,Furniture,Sofa,8,106.45,0.0,6.49,851.6,91.37,1.0,0
100669,2024-01-02 11:03:27.103551,South,Consumer,Office Supplies,Labels,5,203.94,0.15,8.95,866.74,240.5,3.0,0
100928,2024-05-23 08:01:12.036018,East,Consumer,Technology,Laptop,7,277.75,0.0,6.62,1944.25,149.23,1.0,0
101715,2025-07-28 10:22:23.471735,East,Home Office,Furniture,Bookcase,3,131.91,0.0,5.34,395.73,35.62,1.0,1
101640,2025-06-17 08:22:48.684342,East,Consumer,Office Supplies,Binders,8,103.74,0.0,3.71,829.92,239.14,3.0,0
100754,2024-02-18 00:30:58.529264,East,Home Office,Technology,Phone,11,42.67,0.3,8.4,328.56,18.77,1.0,0
101968,2025-12-14 00:27:22.421210,South,Consumer,Office Supplies,Storage Box,7,157.14,0.3,20.295,769.99,219.35,2.0,1
101323,2024-12-25 16:54:59.249624,East,Home Office,Furniture,Filing Cabinet,11,289.44,0.0,6.38,2880.0488,376.36,1.0,0
101446,2025-03-03 01:56:41.900950,West,Corporate,Technology,Laptop,7,250.35,0.15,0.57,1489.58,123.79,3.0,0
100500,2023-10-01 21:17:11.915957,East,Consumer,Furniture,Office Chair,7,389.71,0.15,8.06,2318.77,270.65,3.0,0
100438,2023-08-28 22:11:56.758379,East,Consumer,Office Supplies,Pens,3,344.57,0.1,2.77,930.34,279.07,4.0,0
101934,2025-11-25 09:28:21.850925,East,Consumer,Office Supplies,Storage Box,7,434.4875,0.0,4.98,2880.0488,527.5375,4.0,0
100663,2023-12-30 04:10:41.120560,North,Consumer,Furniture,Filing Cabinet,10,97.76,0.2,8.94,782.08,85.13,5.0,0
101976,2025-12-18 09:37:43.731865,South,Consumer,Technology,Laptop,10,178.95,0.0,4.56,1789.5,136.16,2.0,0
100725,2024-02-02 03:15:56.278139,North,Corporate,Office Supplies,Pens,10,104.25,0.1,3.87,938.25,278.81,1.0,0
101287,2024-12-05 23:38:23.351675,South,Consumer,Office Supplies,Binders,8,124.74,0.3,11.32,698.54,201.41,2.0,0
100262,2023-05-24 12:24:07.923961,South,Consumer,Office Supplies,Binders,5,384.21,0.1,3.98,1728.94,512.05,2.0,0
100141,2023-03-19 05:40:00.600300,South,Consumer,Office Supplies,Storage Box,8,174.97,0.0,7.9,1399.76,414.29,3.0,0
100351,2023-07-12 06:26:50.005002,North,Home Office,Furniture,Filing Cabinet,1,75.4,0.3,5.7,52.78,6.01,2.0,0
100367,2023-07-21 00:47:32.626313,East,Consumer,Office Supplies,Labels,4,140.81,0.0,4.34,563.24,161.68,3.0,0
101861,2025-10-16 09:46:22.391195,West,Consumer,Furniture,Bookcase,4,164.02,0.1,16.06,590.47,56.78,1.0,0
100311,2023-06-20 08:35:03.451725,South,Consumer,Technology,Laptop,9,172.91,0.3,6.86,1089.33,76.47,5.0,1
101127,2024-09-09 08:11:17.138569,East,Consumer,Furniture,Filing Cabinet,5,242.46,0.0,14.07,1212.3,125.96,5.0,0
101985,2025-12-23 07:56:52.706353,West,Consumer,Office Supplies,Storage Box,2,156.29,0.1,7.09,281.32,73.78,5.0,0
100454,2023-09-06 16:32:39.379689,North,Corporate,Office Supplies,Paper,3,102.91,0.0,13.1,308.73,86.59,4.0,0
